slug,task_idx,task_text,importance,match_source,matched_workbank_task_id,matched_workbank_task,cosine_similarity,desire_mean,capability_mean,zone
syntra,4,Generate revenue cycle performance reports for specialty practice administrators,3,inferred,1346,,0.5661,4.5,4.5,Green
tabula,0,Categorize business expenses into correct accounting ledger accounts automatically,5,inferred,2489,,0.5304,5.0,4.5,Green
tabula,1,Determine applicable VAT treatment for transactions and prepare filing data,5,inferred,7364,,0.4289,4.5,3.5,Green
tabula,2,Reconcile bank transactions against accounting records to identify discrepancies,4,matched,2503,Reconcile records of bank transactions.,0.877,3.75,4.0,Green
tabula,3,Generate completed journal entries exportable to accounting systems with one click,5,inferred,21515,,0.4734,5.0,4.5,Green
tabula,4,Support accountants in managing bookkeeping workflows for multiple SME clients,3,inferred,18780,,0.5186,3.5,3.5,Green
tamarind-bio,0,Run protein structure prediction models such as AlphaFold on submitted sequences,5,inferred,16791,,0.444,4.5,4.5,Green
tamarind-bio,1,Design and simulate candidate therapeutic antibody molecules at scale,5,inferred,16814,,0.4984,3.5,3.5,Green
tamarind-bio,2,Execute enzyme engineering simulations to optimize catalytic properties,4,inferred,16814,,0.446,4.0,3.5,Green
tamarind-bio,3,Provide API access to computational biology models for programmatic integration,4,inferred,16788,,0.5463,4.5,5.0,Green
tamarind-bio,4,Manage job queuing and execution on high-performance computing infrastructure,3,inferred,1285,,0.4958,4.5,4.5,Green
tamarind-bio,5,Deliver structured output files from molecular simulations for downstream analysis,3,inferred,16814,,0.6175,4.5,4.5,Green
tamlabs,0,Apply natural language editing instructions to modify Microsoft Word document content instantly,5,inferred,3968,,0.4886,4.0,4.5,Green
tamlabs,1,Preview proposed document changes with git-style diff display before accepting,5,inferred,3977,,0.3224,3.5,4.0,Green
tamlabs,2,Implement reviewer comments automatically by interpreting tracked changes in documents,4,inferred,14641,,0.3717,4.0,3.5,Green
tamlabs,3,Preserve original document formatting when applying AI-generated content edits,4,inferred,3968,,0.4509,4.0,3.5,Green
tamlabs,4,Generate draft document sections based on user-supplied context and prompts,3,inferred,22654,,0.4597,3.5,4.5,Green
tandem-2,0,Match businesses to flexible office spaces using AI-assisted search and filtering,5,inferred,23320,,0.4614,3.5,4.0,Green
tandem-2,1,Negotiate and structure short-term flexible office lease agreements on behalf of tenants,5,inferred,134,,0.4048,2.5,2.0,Low-Priority
tandem-2,2,Qualify prospective office tenants by gathering requirements through conversational AI,4,inferred,738,,0.4073,3.5,4.0,Green
tandem-2,3,"Surface available office listings that match company size, term, and location preferences",4,inferred,23320,,0.4193,4.0,4.5,Green
tandem-2,4,Guide clients through lease terms and space options with minimal human broker involvement,3,inferred,18942,,0.5615,3.0,3.0,Yellow
taxgpt,0,Research tax regulations and code provisions to answer complex professional tax questions,5,inferred,20363,,0.5509,3.5,3.5,Green
taxgpt,1,Draft client communications including engagement letters and follow-up correspondence,4,inferred,22654,,0.6264,4.0,4.5,Green
taxgpt,2,Automate client onboarding workflows including intake forms and document collection,4,inferred,16977,,0.4136,4.5,4.0,Green
taxgpt,3,Organize and retrieve client-submitted tax documents securely within the platform,4,inferred,20363,,0.498,4.5,4.0,Green
taxgpt,4,Generate draft tax analysis memos summarizing applicable rules for professional review,4,inferred,16150,,0.5869,4.0,4.0,Green
tectoai,0,Identify organizational roles that can be filled or augmented by AI agent tools,5,inferred,16167,,0.4152,3.5,4.0,Green
tectoai,1,Monitor deployed AI agents for behavioral compliance and performance after deployment,5,inferred,14643,,0.3756,4.0,4.0,Green
tectoai,2,Evaluate AI agent actions against applicable regulations and internal governance policies,4,inferred,18030,,0.4441,3.5,3.5,Green
tectoai,3,Track AI agent performance metrics and generate compliance reports for stakeholders,3,inferred,16968,,0.4387,4.5,4.5,Green
tegore,0,Deliver K-12 math curriculum lessons using adaptive voice and interactive visuals,5,inferred,95,,0.3814,3.0,3.5,Green
tegore,1,Assess student understanding through dialectic questioning aligned to lesson objectives,5,inferred,5663,,0.4584,2.5,3.5,Red
tegore,2,Sequence math concepts progressively within structured course curricula like Algebra I,4,inferred,7373,,0.3592,3.0,4.0,Green
tegore,3,Provide individualized pacing and feedback based on each student's response patterns,4,inferred,5669,,0.4458,2.5,3.5,Red
tegore,4,Generate gamified practice exercises to reinforce specific mathematical procedures,3,inferred,16194,,0.4638,4.0,4.5,Green
tejas-ai,0,Evaluate creditworthiness of loan applicants using machine learning risk models,5,inferred,3409,,0.6101,4.0,4.0,Green
tejas-ai,1,Develop and backtest credit decisioning rules against historical lending data,5,inferred,1250,,0.5933,3.5,3.5,Green
tejas-ai,2,Simulate portfolio outcomes under proposed credit policy changes before deployment,4,inferred,1251,,0.4542,4.0,3.5,Green
tejas-ai,3,Quantify uncertainty in credit decisions to improve underwriting accuracy,4,inferred,1250,,0.5324,3.5,3.5,Green
tejas-ai,4,Monitor live credit portfolio performance and flag emerging risk concentrations,3,inferred,1250,,0.4808,4.0,4.0,Green
telemetron-ai,0,Diagnose hardware device issues by connecting directly to device APIs and telemetry data,5,inferred,19010,,0.3953,3.5,3.0,Yellow
telemetron-ai,1,Route support tickets to appropriate teams based on device type and issue classification,4,inferred,9753,,0.3922,4.5,4.5,Green
telemetron-ai,2,Track customer order and shipment status within a unified support interface,4,inferred,1148,,0.5035,4.5,4.5,Green
telemetron-ai,3,Surface relevant product documentation to support agents during active customer interactions,3,inferred,3226,,0.5289,4.0,4.5,Green
telemetron-ai,4,"Unify ticketing, diagnostics, and order data into a single support operations platform",5,inferred,1287,,0.5151,4.0,3.5,Green
telemetron-ai,5,Resolve common hardware support issues autonomously without requiring human agent escalation,4,inferred,1282,,0.4944,4.0,3.5,Green
telli,0,Conduct outbound phone calls to leads using AI voice agents autonomously,5,inferred,19010,,0.3324,4.5,3.5,Green
telli,1,Qualify leads by gathering pre-screening information through conversational voice interaction,5,inferred,4622,,0.4179,4.0,3.5,Green
telli,2,Convert qualified leads into sales opportunities by scheduling follow-up appointments,4,inferred,4628,,0.6613,4.0,3.0,Yellow
telli,3,Adapt conversation scripts dynamically based on prospect responses and intent signals,4,inferred,22655,,0.4125,3.5,3.5,Green
telli,4,Log call outcomes and lead qualification data into CRM systems automatically,3,inferred,15883,,0.4172,4.5,4.5,Green
tensorfuse,0,Deploy AI model inference containers onto customer-owned AWS GPU infrastructure,5,inferred,11261,,0.3292,4.5,3.5,Green
tensorfuse,1,Autoscale GPU container capacity based on real-time inference request demand,5,inferred,147,,0.336,4.5,4.0,Green
tensorfuse,2,Manage production AI inference infrastructure without requiring DevOps expertise,5,inferred,16212,,0.4177,4.5,3.0,Yellow
tensorfuse,3,Support multiple inference server runtimes including vLLM and TensorRT on deployed models,4,inferred,16135,,0.2893,4.0,3.5,Green
tensorfuse,4,Monitor inference performance and resource utilization across deployed GPU workloads,3,inferred,14654,,0.4669,4.5,4.0,Green
tensorpool,0,Orchestrate GPU resources to execute machine learning training jobs at scale,5,inferred,19559,,0.3573,4.5,4.0,Green
tensorpool,1,Parse natural language job descriptions to configure distributed compute workloads,5,inferred,1276,,0.4343,4.5,4.5,Green
tensorpool,2,Allocate and schedule GPU instances across available hardware pools dynamically,4,inferred,95,,0.3048,4.5,4.0,Green
tensorpool,3,Monitor training job execution and report status to submitting users,3,inferred,98,,0.5561,4.5,4.5,Green
tensorpool,4,Optimize compute cost by selecting lowest-cost available GPU configurations,4,inferred,11261,,0.3865,4.5,4.0,Green
tensr,0,Operate robotic manufacturing systems autonomously without human supervision,5,inferred,21917,,0.3235,4.0,2.5,Yellow
tensr,1,Scale hardware production capacity on demand similar to cloud compute scaling,5,inferred,3580,,0.4205,4.0,2.0,Yellow
tensr,2,Coordinate multi-robot workflows to execute complex manufacturing assembly sequences,4,inferred,2825,,0.4203,4.0,2.5,Yellow
tensr,3,Monitor robotic factory operations and self-correct failures in real time,4,inferred,14675,,0.5476,4.5,2.5,Yellow
tergle,0,Examine financial records and transactions to verify accuracy and detect anomalies,5,inferred,2503,,0.6899,3.0,3.5,Green
tergle,1,Test internal controls and assess compliance with accounting standards and regulations,5,inferred,21514,,0.575,2.5,2.5,Low-Priority
tergle,2,Generate audit workpapers and documentation supporting findings and opinions,4,inferred,16150,,0.5657,4.0,4.0,Green
tergle,3,Sample and analyze large transaction populations to identify material misstatements,4,inferred,23195,,0.5441,4.5,4.0,Green
tergle,4,Produce audit reports summarizing risk findings and recommended remediation steps,3,inferred,21314,,0.6117,4.0,4.0,Green
terra-2,0,Generate custom product designs based on creator-specified styles and preferences,5,inferred,299,,0.5135,3.0,4.0,Green
terra-2,1,Connect approved designs to manufacturing suppliers for physical sample production,5,inferred,20736,,0.5296,4.0,3.0,Yellow
terra-2,2,List and publish creator products to storefronts for direct consumer purchase,4,inferred,15890,,0.488,4.5,4.5,Green
terra-2,3,Coordinate fulfillment and shipping logistics for individual customer orders,4,inferred,11370,,0.6106,4.5,3.5,Green
terra-2,4,Calculate and distribute profit margins to creators after manufacturing cost deduction,3,inferred,8873,,0.4916,4.5,4.0,Green
terrakotta,0,Dial prospect lists automatically using power-dialer software for sales representatives,5,inferred,4622,,0.4239,4.5,4.5,Green
terrakotta,1,Leave personalized AI-generated voicemails in cloned sales rep voices when calls go unanswered,5,inferred,4622,,0.2982,4.5,4.0,Green
terrakotta,2,A/B test voicemail scripts to optimize callback rates for outbound sales campaigns,4,inferred,4623,,0.3722,4.0,4.0,Green
terrakotta,3,Clone and reproduce individual broker or sales rep voices for personalized outreach,4,inferred,16179,,0.4856,4.0,4.0,Green
terrakotta,4,Track voicemail delivery and callback metrics across outbound prospecting campaigns,3,inferred,4622,,0.514,4.5,4.5,Green
tesora,0,Automate financial reporting workflows to reduce manual data entry for finance teams,5,inferred,23214,,0.6001,4.5,4.5,Green
tesora,1,Generate operational reports and dashboards for enterprise management review,5,inferred,16150,,0.6953,4.0,4.5,Green
tesora,2,Analyze operational data to identify inefficiencies across business units,4,inferred,11261,,0.5408,3.5,3.5,Green
tesora,3,Reconcile financial records and flag discrepancies for accountant review,4,inferred,2496,,0.6519,4.5,4.0,Green
tesora,4,Forecast cash flow and budget variances using historical financial data,3,inferred,20946,,0.4493,3.5,3.5,Green
tesseral,0,Implement SAML single sign-on authentication for enterprise business software deployments,5,inferred,5317,,0.3106,4.5,3.5,Green
tesseral,1,Provision and deprovision user accounts via SCIM directory synchronization,5,inferred,15711,,0.3383,4.5,4.5,Green
tesseral,2,"Enforce role-based access control policies across users, customers, and AI agents",5,inferred,5317,,0.4118,4.0,3.5,Green
tesseral,3,Issue and manage API keys for service-to-service and agent authentication,4,inferred,2806,,0.2313,4.5,4.5,Green
tesseral,4,Record and surface audit logs of identity and access events for compliance review,4,inferred,15594,,0.5398,4.5,4.5,Green
tesseral,5,"Unify authentication flows for employees, end customers, and automated agents in one platform",4,inferred,11241,,0.4582,4.0,3.0,Yellow
text-ai,0,Coordinate group event planning and venue booking within group chat conversations,5,inferred,23274,,0.5086,3.5,3.5,Green
text-ai,1,Generate custom images featuring group members collaboratively within chat,4,inferred,294,,0.3489,3.0,4.0,Green
text-ai,2,Maintain a shared social calendar of upcoming group events and hangouts,4,inferred,2800,,0.5343,3.5,4.0,Green
text-ai,3,Remember group preferences and personal context to personalize suggestions,4,inferred,11245,,0.385,3.0,3.5,Green
text-ai,4,Surface group activity analytics including participation and inside jokes,3,inferred,11245,,0.3066,3.5,4.0,Green
text-ai,5,Send reminders to group members to schedule and follow through on plans,3,inferred,14624,,0.4838,3.5,4.5,Green
the-context-company,0,Cluster AI agent conversation topics to surface recurring user intent patterns,5,inferred,23274,,0.3166,4.5,4.5,Green
the-context-company,1,Detect silent failures and edge cases in AI agent conversations through behavioral analysis,5,inferred,22655,,0.3311,4.0,3.5,Green
the-context-company,2,Track custom user behavior patterns and generate alerts when anomalies are detected,4,inferred,14723,,0.5555,4.5,4.0,Green
the-context-company,3,Analyze user feedback signals embedded in conversations to assess agent performance,4,inferred,14744,,0.3706,4.0,3.5,Green
the-context-company,4,"Monitor agent traces, tool calls, latency, and costs through unified observability dashboards",3,inferred,14675,,0.4995,4.5,4.5,Green
the-forecasting-company,0,Generate time series forecasts across business and operational planning domains,5,inferred,11375,,0.6104,4.5,4.0,Green
the-forecasting-company,1,Train foundation models on diverse time series data to generalize across forecasting tasks,5,inferred,11375,,0.3694,4.0,3.0,Yellow
the-forecasting-company,2,"Produce demand, supply, and capacity forecasts to inform enterprise planning decisions",4,inferred,11375,,0.6481,4.5,3.5,Green
the-forecasting-company,3,Fine-tune base forecasting models on organization-specific historical time series data,3,inferred,11375,,0.456,4.0,3.5,Green
the-hog,0,Predict high-intent prospects by monitoring real-time social conversations and intent signals,5,inferred,22626,,0.4007,4.0,3.5,Green
the-hog,1,Map ideal customer profiles against live internet activity to surface ranked sales opportunities,5,inferred,16136,,0.5005,4.0,3.5,Green
the-hog,2,"Engage identified prospects autonomously across LinkedIn, Reddit, and X platforms",4,inferred,11245,,0.4862,3.5,3.5,Green
the-hog,3,Enrich anonymous social signals with verified contact and company identity data,4,inferred,4622,,0.4172,4.5,4.0,Green
the-hog,4,Monitor competitor activity and community discussions to identify emerging market opportunities,4,inferred,16186,,0.5105,4.0,4.0,Green
the-hog,5,"Generate prioritized, actionable outreach plans from aggregated market intelligence signals",4,inferred,16146,,0.4656,4.0,4.0,Green
the-llm-data-company,0,Design bespoke task datasets for post-training large language model fine-tuning,5,inferred,22655,,0.3431,3.0,3.5,Green
the-llm-data-company,1,Construct reward functions to guide reinforcement learning from human feedback pipelines,5,inferred,102,,0.3677,3.0,3.0,Yellow
the-llm-data-company,2,Build scalable training environments for frontier AI model capability development,4,inferred,19559,,0.3614,2.5,2.0,Low-Priority
the-llm-data-company,3,Evaluate data quality and coverage gaps in existing model training corpora,3,inferred,102,,0.4521,3.5,3.5,Green
the-new-money-company,0,Underwrite insurance coverage on outstanding invoices against buyer non-payment risk,5,inferred,9751,,0.5066,3.0,3.0,Yellow
the-new-money-company,1,Pay out insured invoice amounts to sellers when buyers default on payment,5,inferred,9751,,0.4913,3.5,3.5,Green
the-new-money-company,2,Assess buyer creditworthiness to determine insurability of specific invoice transactions,4,inferred,9751,,0.58,3.0,3.0,Yellow
the-new-money-company,3,Enable businesses to extend trade credit to new buyers in unfamiliar markets,4,inferred,23209,,0.4461,3.5,2.5,Yellow
the-new-money-company,4,Issue invoice insurance policies and bind coverage at point of invoice creation,4,inferred,18780,,0.4839,4.0,3.0,Yellow
the-prompting-company,0,Identify questions users ask AI systems that are relevant to a client's product,5,inferred,14673,,0.4759,4.0,4.0,Green
the-prompting-company,1,Monitor how frequently a product appears in AI-generated responses,5,inferred,22420,,0.4326,4.5,4.0,Green
the-prompting-company,2,Create and publish content optimized for citation by AI language models,5,inferred,1779,,0.4007,3.5,4.0,Green
the-prompting-company,3,Redirect AI-driven traffic to pages structured for AI consumption,4,inferred,16190,,0.3657,4.0,3.5,Green
the-prompting-company,4,Generate AI visibility reports showing brand mention rates across AI platforms,3,inferred,22660,,0.4061,4.5,4.0,Green
the-robot-learning-company,0,Train robot intelligence models on curated datasets for deployment in real-world environments,5,inferred,19559,,0.3232,3.5,2.5,Yellow
the-robot-learning-company,1,Provide infrastructure for collecting and managing robot learning training data at scale,5,inferred,20475,,0.4028,4.0,3.0,Yellow
the-robot-learning-company,2,Deploy trained robot intelligence models to physical robotic hardware in production,4,inferred,1290,,0.3673,4.0,2.0,Yellow
the-synthesis-company,0,Screen and synthesize thousands of research papers to produce systematic evidence reviews,5,inferred,15595,,0.5694,4.5,4.0,Green
the-synthesis-company,1,Extract and synthesize findings from large scientific literature corpora at high accuracy,5,inferred,17242,,0.3922,4.5,4.0,Green
the-synthesis-company,2,Generate evidence summaries that meet academic systematic review quality standards,4,inferred,15414,,0.5742,4.0,3.5,Green
the-synthesis-company,3,Map the complete evidence landscape for a research question across all relevant publications,4,inferred,19047,,0.4628,4.5,4.0,Green
the-synthesis-company,4,Produce expert-validated reasoning traces over scientific synthesis for AI training use,3,inferred,16280,,0.3535,3.0,2.5,Yellow
theinterface,0,Simulate realistic human appearance and facial behavior for synthetic media generation,5,inferred,301,,0.4254,4.0,3.5,Green
theinterface,1,Model human behavioral patterns to enable high-fidelity interactive agent simulations,5,inferred,16211,,0.3998,3.5,3.0,Yellow
theinterface,2,Generate synthetic human interaction data for world model training and evaluation,4,inferred,19559,,0.3463,4.5,4.0,Green
theinterface,3,"Render lifelike human avatars capable of dynamic, contextually appropriate responses",4,inferred,294,,0.3461,4.0,3.5,Green
theorem-2,0,Formally verify correctness and security properties of software programs automatically,5,inferred,14700,,0.5457,4.0,2.5,Yellow
theorem-2,1,Detect zero-day vulnerabilities in GPU-accelerated and cryptographic code,5,inferred,14654,,0.349,4.0,2.0,Yellow
theorem-2,2,Accelerate formal verification workflows using trained ML models,5,inferred,1276,,0.4557,4.0,2.5,Yellow
theorem-2,3,Validate code correctness during legacy system migration and modernization,4,inferred,14700,,0.6048,3.5,3.0,Yellow
theorem-2,4,Provide verification feedback loops to developers writing security-critical code,3,inferred,1269,,0.5455,3.0,3.0,Yellow
theseus,0,Determine drone position and orientation using visual and inertial sensor data,5,inferred,18282,,0.4233,4.0,3.5,Green
theseus,1,Match live camera imagery against reference satellite imagery for geolocation,5,inferred,18282,,0.5009,4.5,3.5,Green
theseus,2,Provide GPS-equivalent positioning in environments where satellite signals are unavailable or jammed,5,inferred,18282,,0.4938,4.0,3.0,Yellow
theseus,3,Operate without radio frequency emissions to avoid electronic detection signatures,4,inferred,3896,,0.3797,4.0,3.0,Yellow
theseus,4,Retrofit onto existing drone platforms as a self-contained navigation module,3,inferred,9756,,0.2692,3.5,2.5,Yellow
thesis,0,Build machine learning models automatically for user-defined research or industry problems,5,inferred,1339,,0.4124,4.0,3.5,Green
thesis,1,Systematically explore model architectures to accelerate scientific discovery at scale,5,inferred,16786,,0.456,4.0,3.0,Yellow
thesis,2,Automate hypothesis generation and testing across machine learning research domains,4,inferred,14640,,0.3783,4.5,3.5,Green
thesis,3,Democratize access to powerful ML model development for non-specialist users,4,inferred,16793,,0.3582,3.5,3.0,Yellow
theta,0,Deploy specialized AI agents configured for specific occupational roles and job functions,5,inferred,3590,,0.4637,3.5,4.0,Green
theta,1,Customize AI capabilities to match the knowledge requirements of particular job categories,4,inferred,14626,,0.3896,3.0,3.5,Green
theta,2,Assist workers with job-specific tasks using domain-tuned AI tooling,4,inferred,14624,,0.454,3.0,3.5,Green
third-chair,0,Monitor digital channels to detect unauthorized use of client intellectual property,5,inferred,3896,,0.449,4.5,4.0,Green
third-chair,1,Automate IP enforcement workflows including notices and follow-up at scale,5,inferred,1319,,0.4101,4.5,4.0,Green
third-chair,2,Convert unauthorized content usage into licensing revenue through structured enforcement pipelines,5,inferred,21457,,0.3882,4.0,3.5,Green
third-chair,3,Accelerate licensing deal flow by automating identification and outreach to infringers,4,inferred,21457,,0.5684,4.5,4.0,Green
third-chair,4,Escalate complex legal matters to on-demand network lawyers when human judgment is required,3,inferred,21079,,0.4654,3.0,2.5,Yellow
thirdlayer,0,"Interpret user intent from voice, text, and browser actions to automate web tasks",5,inferred,14722,,0.4054,3.5,3.5,Green
thirdlayer,1,Automate repetitive multi-step browser workflows across tabs and web applications,5,inferred,14714,,0.334,4.5,4.0,Green
thirdlayer,2,Maintain long-term cross-session memory of user workflows to personalize assistance,4,inferred,3470,,0.4627,3.5,3.5,Green
thirdlayer,3,Augment existing web interfaces with AI-generated contextual suggestions and actions,4,inferred,16190,,0.3304,3.5,3.5,Green
thirdlayer,4,Reduce context-switching friction by unifying tasks spread across multiple browser tabs,3,inferred,3470,,0.2863,4.0,3.5,Green
thirdlayer,5,Model individual user task patterns to adapt copilot behavior over time,3,inferred,14624,,0.4563,3.5,3.0,Yellow
thorntale,0,Edit presentation slide content and design directly via AI assistant instructions,5,inferred,22631,,0.4148,4.0,4.0,Green
thorntale,1,Generate and refine slide layouts to maintain professional visual consistency,4,inferred,21937,,0.5182,4.0,4.0,Green
thorntale,2,Suggest content improvements to make presentation arguments clearer for audiences,4,inferred,1782,,0.4429,3.5,4.0,Green
thorntale,3,Connect live data sources to presentation slides for automatically updated visuals,3,inferred,22631,,0.3447,4.5,3.5,Green
thorntale,4,Distribute finalized presentations directly to recipients via integrated email sending,2,inferred,15709,,0.5343,4.5,4.5,Green
throxy,0,Research and identify qualified prospects in traditional industry verticals for B2B outreach,5,inferred,1021,,0.3758,4.0,4.5,Green
throxy,1,Generate hyper-personalized outbound sales messages tailored to each prospect's context,5,inferred,16179,,0.5372,3.5,4.0,Green
throxy,2,Execute multi-channel outbound campaigns to book qualified sales meetings automatically,5,inferred,16179,,0.6245,4.0,3.5,Green
throxy,3,Manage and optimize outbound sequences using AI agents combined with human expert review,4,inferred,15904,,0.3041,3.5,3.0,Yellow
throxy,4,Report pipeline generation metrics and campaign performance to sales team stakeholders,3,inferred,979,,0.4634,4.0,4.5,Green
thunder-compute,0,Provision on-demand GPU instances with persistent storage for compute workloads,5,inferred,11261,,0.3295,4.0,3.5,Green
thunder-compute,1,Enable hot-swapping of GPU hardware without interrupting running compute sessions,4,inferred,14654,,0.2105,4.0,2.5,Yellow
thunder-compute,2,Snapshot and restore GPU instance state to support reproducible ML workflows,4,inferred,1276,,0.2786,4.5,3.5,Green
thunder-compute,3,Deliver GPU compute capacity at lower cost than competing cloud GPU providers,5,inferred,11261,,0.3623,3.5,2.0,Yellow
thunder-compute,4,Manage GPU resource allocation and scaling across user workloads,3,inferred,1285,,0.3492,4.0,3.5,Green
thyme,0,Transcribe and summarize client meetings automatically across in-person and virtual formats,5,inferred,20284,,0.5375,4.5,4.5,Green
thyme,1,Manage client relationship records and financial context with AI-assisted organization,5,inferred,12904,,0.5768,4.0,3.5,Green
thyme,2,Provide clients with a portal to track assets and manage outstanding tasks,4,inferred,20184,,0.5909,3.5,4.0,Green
thyme,3,Surface relevant client context and history during advisor interactions,4,inferred,20184,,0.4507,4.0,3.5,Green
thyme,4,Process and track client billing and service payment transactions,3,inferred,2583,,0.6482,4.5,4.0,Green
ticket-wallet,0,Set dynamic resale prices for event tickets using AI-driven market analysis,5,inferred,1145,,0.4483,4.5,4.0,Green
ticket-wallet,1,List ticket inventory simultaneously across multiple resale marketplaces automatically,5,inferred,15704,,0.4437,5.0,4.5,Green
ticket-wallet,2,Distribute ticket listings to maximize sale probability and revenue for sellers,4,inferred,3233,,0.4522,4.5,4.0,Green
ticket-wallet,3,Monitor market conditions and adjust ticket prices in response to demand shifts,4,inferred,23208,,0.5589,4.5,4.0,Green
ticket-wallet,4,Manage ticket inventory and track sales performance across all active listings,3,inferred,3233,,0.4351,4.5,4.5,Green
tile,0,Build data transformation pipelines through a notebook interface without writing SQL,5,inferred,1299,,0.4026,4.0,4.0,Green
tile,1,Deploy production-grade data applications directly from notebook-based specifications,5,inferred,1270,,0.4513,4.0,3.5,Green
tile,2,Connect to operational data sources and automate scheduled data refresh workflows,4,inferred,16140,,0.4331,4.5,4.0,Green
tile,3,Generate and display data visualizations interactively within the notebook environment,4,inferred,303,,0.4562,4.0,4.5,Green
tile,4,Share and publish live data applications to operational stakeholders without engineering support,3,inferred,1287,,0.4751,4.0,3.5,Green
tinfoil,0,Deploy AI workloads inside confidential computing enclaves to enforce data privacy,5,inferred,5314,,0.4482,3.0,2.5,Yellow
tinfoil,1,Generate cryptographic attestations proving that AI inference data remains private,5,inferred,16793,,0.3524,3.5,2.5,Yellow
tinfoil,2,Provision GPU-accelerated confidential compute infrastructure for enterprise AI workloads,4,inferred,1319,,0.3363,3.5,3.0,Yellow
tinfoil,3,Verify security claims about AI processing pipelines using secure hardware attestation,4,inferred,2815,,0.3361,3.5,2.5,Yellow
tinfoil,4,Integrate privacy-preserving compute layer into existing AI applications without code changes,3,inferred,1319,,0.2997,3.5,2.5,Yellow
tiny,0,Automate repetitive manufacturing workflows using AI agents,5,inferred,11370,,0.3589,4.5,3.0,Yellow
tiny,1,Extract and structure data from unstructured factory documents and spreadsheets,5,inferred,2517,,0.4481,4.5,4.5,Green
tiny,2,Track inventory levels and trigger replenishment across supply chain nodes,4,inferred,15897,,0.6223,4.5,4.0,Green
tiny,3,Coordinate just-in-time production scheduling across supplier networks,4,inferred,11370,,0.5438,4.0,3.0,Yellow
tiny,4,Generate production reports by aggregating data from siloed factory systems,3,inferred,15416,,0.548,4.5,4.0,Green
tiny,5,Monitor factory workflow status and flag exceptions for human review,3,inferred,16279,,0.4828,4.0,4.0,Green
tire-swing,0,Evaluate affordable housing applicant eligibility against program-specific income and household criteria,5,inferred,3409,,0.59,3.5,3.5,Green
tire-swing,1,"Manage annual resident recertification workflows for LIHTC, PBRA, and Housing Voucher properties",5,inferred,21557,,0.4478,4.5,3.5,Green
tire-swing,2,Verify and validate resident documentation to ensure regulatory compliance during certification,5,inferred,15414,,0.6148,4.0,3.5,Green
tire-swing,3,Generate certification audit trails and compliance reports required by affordable housing programs,4,inferred,9736,,0.4929,4.5,4.5,Green
tire-swing,4,Flag discrepancies in resident-submitted documents that could trigger compliance violations,4,inferred,2496,,0.5137,4.5,4.0,Green
tire-swing,5,Replace third-party compliance consultants by automating the full certification review process,3,inferred,16968,,0.465,4.0,3.0,Yellow
tivara,0,Automate administrative and clinical workflow tasks for medical group staff,5,inferred,9423,,0.4645,4.5,3.5,Green
tivara,1,Handle patient-facing communications and scheduling on behalf of medical practices,4,inferred,775,,0.6084,4.0,3.5,Green
tivara,2,Process and route medical documentation to appropriate clinical and billing workflows,4,inferred,16284,,0.6828,4.5,3.5,Green
tokenowl,0,Aggregate crypto and financial account balances into a unified portfolio view,5,inferred,2494,,0.497,4.5,4.5,Green
tokenowl,1,Calculate capital gains and tax liability across trading activity with precision,5,inferred,21522,,0.4473,4.5,4.0,Green
tokenowl,2,Execute trades across connected accounts using natural language prompts,4,inferred,2494,,0.3822,3.5,3.5,Green
tokenowl,3,Generate AI-powered insights and analysis from portfolio performance data,4,inferred,12913,,0.4589,4.0,4.0,Green
tokenowl,4,Build custom dashboards to visualize portfolio allocation and performance,3,inferred,20184,,0.4363,3.5,4.0,Green
tokenowl,5,Query transaction logs using natural language to retrieve trade history,3,inferred,15883,,0.3997,4.5,4.5,Green
toma,0,Answer inbound customer calls for automotive dealerships as an AI voice receptionist,5,inferred,22417,,0.4079,4.0,4.0,Green
toma,1,Schedule service appointments for automotive customers via voice and digital channels,5,inferred,21165,,0.61,4.5,4.5,Green
toma,2,Handle customer support inquiries for automotive businesses without human agent involvement,5,inferred,22417,,0.4981,4.0,4.0,Green
toma,3,Generate revenue opportunities by engaging leads and following up on customer inquiries,4,inferred,11237,,0.5533,4.0,3.5,Green
toma,4,Integrate voice AI workflows with dealership DMS and CRM software systems,3,inferred,11241,,0.4044,4.0,3.5,Green
toolify,0,Generate internal tool application code from natural language requirements descriptions,5,inferred,22528,,0.4499,4.0,3.5,Green
toolify,1,Scaffold internal tool projects with preconfigured defaults and boilerplate code,4,inferred,22528,,0.3962,4.5,4.5,Green
toolify,2,Deploy completed internal tools to a hosted web application environment,4,inferred,14714,,0.3677,4.5,4.0,Green
toolify,3,Provide IDE-integrated AI assistance for iterating on internal tool code,4,inferred,14654,,0.3403,3.5,4.0,Green
toolify,4,Allow developers to override AI-generated code with custom implementations,3,inferred,1269,,0.3763,2.0,4.0,Red
toothy-ai,0,Verify patient insurance eligibility and coverage details before dental appointments,5,inferred,23318,,0.5429,4.5,4.0,Green
toothy-ai,1,Submit dental insurance claims accurately to reduce denials and payment delays,5,inferred,23313,,0.5607,4.5,3.5,Green
toothy-ai,2,Conduct insurance verification phone calls using voice AI on behalf of dental clinics,5,inferred,23319,,0.4591,4.5,3.5,Green
toothy-ai,3,Process and reconcile insurance billing to ensure complete reimbursement for services,4,inferred,23319,,0.6065,4.5,3.5,Green
